,community,previous_month_graffiti,previous_month_potholes,previous_month,year_previous,month_previous,realized_crime,true_month
2019,WASHINGTON PARK,5.0,10.0,2016-05-01,2016,5,518,2016-06-01
2020,CALUMET HEIGHTS,1.0,76.0,2016-05-01,2016,5,242,2016-06-01
2021,BEVERLY,7.0,102.0,2016-05-01,2016,5,152,2016-06-01
2022,DOUGLAS,6.0,11.0,2016-05-01,2016,5,456,2016-06-01
2023,OHARE,61.0,36.0,2016-05-01,2016,5,298,2016-06-01
2024,AUBURN GRESHAM,18.0,114.0,2016-05-01,2016,5,1336,2016-06-01
2025,NEAR SOUTH SIDE,12.0,38.0,2016-05-01,2016,5,376,2016-06-01
2026,WEST GARFIELD PARK,38.0,18.0,2016-05-01,2016,5,1014,2016-06-01
2027,SOUTH DEERING,33.0,59.0,2016-05-01,2016,5,360,2016-06-01
2028,GRAND BOULEVARD,21.0,26.0,2016-05-01,2016,5,618,2016-06-01
2029,AVALON PARK,5.0,57.0,2016-05-01,2016,5,178,2016-06-01
2030,ENGLEWOOD,9.0,51.0,2016-05-01,2016,5,1138,2016-06-01
2031,JEFFERSON PARK,14.0,160.0,2016-05-01,2016,5,154,2016-06-01
2032,WEST PULLMAN,16.0,85.0,2016-05-01,2016,5,652,2016-06-01
2033,ROSELAND,17.0,99.0,2016-05-01,2016,5,1194,2016-06-01
2034,WEST ENGLEWOOD,44.0,87.0,2016-05-01,2016,5,1314,2016-06-01
2035,MOUNT GREENWOOD,11.0,140.0,2016-05-01,2016,5,138,2016-06-01
2036,ASHBURN,100.0,199.0,2016-05-01,2016,5,414,2016-06-01
2037,SOUTH CHICAGO,43.0,73.0,2016-05-01,2016,5,848,2016-06-01
2038,ROGERS PARK,141.0,45.0,2016-05-01,2016,5,642,2016-06-01
2039,NEW CITY,196.0,50.0,2016-05-01,2016,5,864,2016-06-01
2040,FULLER PARK,1.0,2.0,2016-05-01,2016,5,202,2016-06-01
2041,PULLMAN,1.0,50.0,2016-05-01,2016,5,202,2016-06-01
2042,GREATER GRAND CROSSING,4.0,80.0,2016-05-01,2016,5,1226,2016-06-01
2043,CLEARING,26.0,117.0,2016-05-01,2016,5,200,2016-06-01
2044,HEGEWISCH,16.0,79.0,2016-05-01,2016,5,84,2016-06-01
2045,EDGEWATER,133.0,180.0,2016-05-01,2016,5,466,2016-06-01
2046,GAGE PARK,359.0,35.0,2016-05-01,2016,5,446,2016-06-01
2047,HYDE PARK,15.0,62.0,2016-05-01,2016,5,300,2016-06-01
2048,MONTCLARE,40.0,29.0,2016-05-01,2016,5,144,2016-06-01
2049,NORTH CENTER,339.0,84.0,2016-05-01,2016,5,260,2016-06-01
2050,ARCHER HEIGHTS,222.0,88.0,2016-05-01,2016,5,128,2016-06-01
2051,BRIDGEPORT,126.0,38.0,2016-05-01,2016,5,310,2016-06-01
2052,ARMOUR SQUARE,57.0,46.0,2016-05-01,2016,5,168,2016-06-01
2053,NEAR WEST SIDE,283.0,111.0,2016-05-01,2016,5,1562,2016-06-01
2054,ALBANY PARK,327.0,112.0,2016-05-01,2016,5,404,2016-06-01
2055,NORTH LAWNDALE,41.0,59.0,2016-05-01,2016,5,1436,2016-06-01
2056,EAST GARFIELD PARK,29.0,30.0,2016-05-01,2016,5,1044,2016-06-01
2057,NORTH PARK,59.0,85.0,2016-05-01,2016,5,162,2016-06-01
2058,WOODLAWN,15.0,26.0,2016-05-01,2016,5,696,2016-06-01
2059,EAST SIDE,59.0,49.0,2016-05-01,2016,5,200,2016-06-01
2060,MORGAN PARK,7.0,105.0,2016-05-01,2016,5,356,2016-06-01
2061,LINCOLN SQUARE,450.0,60.0,2016-05-01,2016,5,410,2016-06-01
2062,IRVING PARK,306.0,137.0,2016-05-01,2016,5,452,2016-06-01
2063,PORTAGE PARK,149.0,202.0,2016-05-01,2016,5,574,2016-06-01
2064,HERMOSA,115.0,34.0,2016-05-01,2016,5,274,2016-06-01
2065,LOGAN SQUARE,867.0,119.0,2016-05-01,2016,5,854,2016-06-01
2066,LOOP,167.0,55.0,2016-05-01,2016,5,1504,2016-06-01
2067,LOWER WEST SIDE,528.0,71.0,2016-05-01,2016,5,476,2016-06-01
2068,GARFIELD RIDGE,119.0,84.0,2016-05-01,2016,5,400,2016-06-01
2069,FOREST GLEN,19.0,121.0,2016-05-01,2016,5,116,2016-06-01
2070,BRIGHTON PARK,406.0,52.0,2016-05-01,2016,5,422,2016-06-01
2071,WASHINGTON HEIGHTS,18.0,77.0,2016-05-01,2016,5,566,2016-06-01
2072,SOUTH SHORE,24.0,121.0,2016-05-01,2016,5,1512,2016-06-01
2073,KENWOOD,3.0,23.0,2016-05-01,2016,5,238,2016-06-01
2074,HUMBOLDT PARK,182.0,80.0,2016-05-01,2016,5,1522,2016-06-01
2075,CHICAGO LAWN,241.0,83.0,2016-05-01,2016,5,1116,2016-06-01
2076,WEST ELSDON,374.0,67.0,2016-05-01,2016,5,192,2016-06-01
2077,WEST TOWN,753.0,210.0,2016-05-01,2016,5,1438,2016-06-01
2078,AUSTIN,71.0,231.0,2016-05-01,2016,5,3198,2016-06-01
2079,MCKINLEY PARK,253.0,27.0,2016-05-01,2016,5,228,2016-06-01
2080,DUNNING,26.0,114.0,2016-05-01,2016,5,302,2016-06-01
2081,SOUTH LAWNDALE,337.0,46.0,2016-05-01,2016,5,906,2016-06-01
2082,NEAR NORTH SIDE,190.0,74.0,2016-05-01,2016,5,1864,2016-06-01
2083,WEST RIDGE,188.0,251.0,2016-05-01,2016,5,618,2016-06-01
2084,AVONDALE,621.0,86.0,2016-05-01,2016,5,376,2016-06-01
2085,LINCOLN PARK,234.0,123.0,2016-05-01,2016,5,854,2016-06-01
2086,LAKE VIEW,481.0,121.0,2016-05-01,2016,5,1116,2016-06-01
2087,UPTOWN,182.0,48.0,2016-05-01,2016,5,744,2016-06-01
2088,BELMONT CRAGIN,337.0,180.0,2016-05-01,2016,5,802,2016-06-01
2089,WEST LAWN,296.0,122.0,2016-05-01,2016,5,398,2016-06-01
2090,GREATER GRAND CROSSING,5.0,80.0,2016-06-01,2016,6,1172,2016-07-01
2091,WEST GARFIELD PARK,6.0,21.0,2016-06-01,2016,6,1004,2016-07-01
2092,WEST PULLMAN,1.0,49.0,2016-06-01,2016,6,728,2016-07-01
2093,NORWOOD PARK,7.0,165.0,2016-06-01,2016,6,214,2016-07-01
2094,MORGAN PARK,13.0,90.0,2016-06-01,2016,6,308,2016-07-01
2095,BEVERLY,8.0,78.0,2016-06-01,2016,6,202,2016-07-01
2096,SOUTH DEERING,5.0,51.0,2016-06-01,2016,6,340,2016-07-01
2097,HYDE PARK,25.0,63.0,2016-06-01,2016,6,398,2016-07-01
2098,KENWOOD,1.0,13.0,2016-06-01,2016,6,248,2016-07-01
2099,PULLMAN,9.0,22.0,2016-06-01,2016,6,188,2016-07-01
2100,WASHINGTON PARK,1.0,18.0,2016-06-01,2016,6,510,2016-07-01
2101,FOREST GLEN,17.0,256.0,2016-06-01,2016,6,102,2016-07-01
2102,SOUTH SHORE,13.0,96.0,2016-06-01,2016,6,1508,2016-07-01
2103,FULLER PARK,8.0,8.0,2016-06-01,2016,6,176,2016-07-01
2104,CHATHAM,14.0,87.0,2016-06-01,2016,6,1176,2016-07-01
2105,AUSTIN,51.0,152.0,2016-06-01,2016,6,3190,2016-07-01
2106,EDGEWATER,134.0,138.0,2016-06-01,2016,6,470,2016-07-01
2107,ARMOUR SQUARE,68.0,18.0,2016-06-01,2016,6,224,2016-07-01
2108,HEGEWISCH,15.0,21.0,2016-06-01,2016,6,94,2016-07-01
2109,ENGLEWOOD,10.0,92.0,2016-06-01,2016,6,1142,2016-07-01
2110,AUBURN GRESHAM,29.0,92.0,2016-06-01,2016,6,1466,2016-07-01
2111,CALUMET HEIGHTS,15.0,69.0,2016-06-01,2016,6,284,2016-07-01
2112,LINCOLN PARK,222.0,99.0,2016-06-01,2016,6,738,2016-07-01
2113,GRAND BOULEVARD,10.0,32.0,2016-06-01,2016,6,638,2016-07-01
2114,AVONDALE,455.0,64.0,2016-06-01,2016,6,444,2016-07-01
2115,HUMBOLDT PARK,170.0,70.0,2016-06-01,2016,6,1506,2016-07-01
2116,GARFIELD RIDGE,133.0,59.0,2016-06-01,2016,6,406,2016-07-01
2117,WOODLAWN,9.0,36.0,2016-06-01,2016,6,700,2016-07-01
2118,WASHINGTON HEIGHTS,4.0,37.0,2016-06-01,2016,6,604,2016-07-01
2119,MONTCLARE,30.0,38.0,2016-06-01,2016,6,124,2016-07-01
2120,MOUNT GREENWOOD,19.0,118.0,2016-06-01,2016,6,112,2016-07-01
2121,CLEARING,24.0,77.0,2016-06-01,2016,6,214,2016-07-01
2122,NEAR SOUTH SIDE,43.0,15.0,2016-06-01,2016,6,408,2016-07-01
2123,BRIGHTON PARK,370.0,48.0,2016-06-01,2016,6,360,2016-07-01
2124,BELMONT CRAGIN,316.0,119.0,2016-06-01,2016,6,812,2016-07-01
2125,WEST ELSDON,259.0,31.0,2016-06-01,2016,6,194,2016-07-01
2126,GAGE PARK,422.0,72.0,2016-06-01,2016,6,398,2016-07-01
2127,PORTAGE PARK,179.0,197.0,2016-06-01,2016,6,644,2016-07-01
2128,NEAR NORTH SIDE,136.0,74.0,2016-06-01,2016,6,1970,2016-07-01
2129,WEST ENGLEWOOD,35.0,42.0,2016-06-01,2016,6,1268,2016-07-01
2130,NEW CITY,173.0,29.0,2016-06-01,2016,6,1010,2016-07-01
2131,MCKINLEY PARK,234.0,8.0,2016-06-01,2016,6,192,2016-07-01
2132,ROGERS PARK,129.0,75.0,2016-06-01,2016,6,628,2016-07-01
2133,NORTH PARK,35.0,56.0,2016-06-01,2016,6,130,2016-07-01
2134,DUNNING,76.0,84.0,2016-06-01,2016,6,372,2016-07-01
2135,SOUTH CHICAGO,65.0,49.0,2016-06-01,2016,6,798,2016-07-01
2136,NEAR WEST SIDE,178.0,150.0,2016-06-01,2016,6,1758,2016-07-01
2137,EAST SIDE,93.0,61.0,2016-06-01,2016,6,254,2016-07-01
2138,LOOP,194.0,84.0,2016-06-01,2016,6,1838,2016-07-01
2139,IRVING PARK,287.0,145.0,2016-06-01,2016,6,466,2016-07-01
2140,WEST TOWN,902.0,188.0,2016-06-01,2016,6,1594,2016-07-01
2141,ASHBURN,252.0,156.0,2016-06-01,2016,6,478,2016-07-01
2142,EAST GARFIELD PARK,12.0,17.0,2016-06-01,2016,6,948,2016-07-01
2143,BRIDGEPORT,118.0,22.0,2016-06-01,2016,6,340,2016-07-01
2144,CHICAGO LAWN,204.0,54.0,2016-06-01,2016,6,1112,2016-07-01
2145,UPTOWN,149.0,66.0,2016-06-01,2016,6,630,2016-07-01
2146,LOGAN SQUARE,904.0,89.0,2016-06-01,2016,6,982,2016-07-01
2147,ALBANY PARK,227.0,132.0,2016-06-01,2016,6,392,2016-07-01
2148,OHARE,13.0,11.0,2016-06-01,2016,6,366,2016-07-01
2149,NORTH LAWNDALE,21.0,60.0,2016-06-01,2016,6,1528,2016-07-01
2150,ARCHER HEIGHTS,190.0,47.0,2016-06-01,2016,6,124,2016-07-01
2151,JEFFERSON PARK,23.0,84.0,2016-06-01,2016,6,184,2016-07-01
2152,ROSELAND,24.0,77.0,2016-06-01,2016,6,1402,2016-07-01
2153,SOUTH LAWNDALE,239.0,109.0,2016-06-01,2016,6,882,2016-07-01
2154,WEST LAWN,287.0,39.0,2016-06-01,2016,6,366,2016-07-01
2155,WEST RIDGE,140.0,152.0,2016-06-01,2016,6,574,2016-07-01
2156,HERMOSA,168.0,52.0,2016-06-01,2016,6,280,2016-07-01
2157,LINCOLN SQUARE,307.0,95.0,2016-06-01,2016,6,354,2016-07-01
2158,LAKE VIEW,549.0,112.0,2016-06-01,2016,6,1050,2016-07-01
2159,LOWER WEST SIDE,417.0,73.0,2016-06-01,2016,6,520,2016-07-01
2160,NORTH CENTER,571.0,68.0,2016-06-01,2016,6,240,2016-07-01
2161,WASHINGTON HEIGHTS,7.0,42.0,2016-07-01,2016,7,606,2016-08-01
2162,GRAND BOULEVARD,1.0,23.0,2016-07-01,2016,7,700,2016-08-01
2163,KENWOOD,2.0,11.0,2016-07-01,2016,7,280,2016-08-01
2164,RIVERDALE,1.0,13.0,2016-07-01,2016,7,250,2016-08-01
2165,OHARE,2.0,1.0,2016-07-01,2016,7,342,2016-08-01
2166,WOODLAWN,7.0,23.0,2016-07-01,2016,7,730,2016-08-01
2167,CLEARING,32.0,25.0,2016-07-01,2016,7,180,2016-08-01
2168,BEVERLY,9.0,73.0,2016-07-01,2016,7,212,2016-08-01
2169,ROSELAND,12.0,65.0,2016-07-01,2016,7,1232,2016-08-01
2170,ARMOUR SQUARE,23.0,4.0,2016-07-01,2016,7,196,2016-08-01
2171,SOUTH DEERING,14.0,25.0,2016-07-01,2016,7,372,2016-08-01
2172,FULLER PARK,7.0,8.0,2016-07-01,2016,7,186,2016-08-01
2173,GARFIELD RIDGE,110.0,82.0,2016-07-01,2016,7,448,2016-08-01
2174,ROGERS PARK,71.0,68.0,2016-07-01,2016,7,660,2016-08-01
2175,HYDE PARK,3.0,22.0,2016-07-01,2016,7,376,2016-08-01
2176,AUBURN GRESHAM,16.0,67.0,2016-07-01,2016,7,1380,2016-08-01
2177,WEST ENGLEWOOD,26.0,34.0,2016-07-01,2016,7,1338,2016-08-01
2178,EAST GARFIELD PARK,9.0,10.0,2016-07-01,2016,7,996,2016-08-01
2179,EAST SIDE,34.0,63.0,2016-07-01,2016,7,252,2016-08-01
2180,WASHINGTON PARK,2.0,3.0,2016-07-01,2016,7,536,2016-08-01
2181,SOUTH SHORE,18.0,84.0,2016-07-01,2016,7,1534,2016-08-01
2182,BURNSIDE,3.0,6.0,2016-07-01,2016,7,54,2016-08-01
2183,CALUMET HEIGHTS,9.0,42.0,2016-07-01,2016,7,276,2016-08-01
2184,MORGAN PARK,19.0,43.0,2016-07-01,2016,7,342,2016-08-01
2185,JEFFERSON PARK,33.0,48.0,2016-07-01,2016,7,220,2016-08-01
2186,BRIDGEPORT,143.0,31.0,2016-07-01,2016,7,294,2016-08-01
2187,MCKINLEY PARK,301.0,19.0,2016-07-01,2016,7,228,2016-08-01
2188,UPTOWN,91.0,25.0,2016-07-01,2016,7,620,2016-08-01
2189,NEAR SOUTH SIDE,44.0,28.0,2016-07-01,2016,7,412,2016-08-01
2190,SOUTH CHICAGO,57.0,46.0,2016-07-01,2016,7,918,2016-08-01
2191,ARCHER HEIGHTS,239.0,18.0,2016-07-01,2016,7,174,2016-08-01
2192,WEST ELSDON,275.0,17.0,2016-07-01,2016,7,188,2016-08-01
2193,WEST PULLMAN,24.0,36.0,2016-07-01,2016,7,770,2016-08-01
2194,HEGEWISCH,31.0,13.0,2016-07-01,2016,7,124,2016-08-01
2195,FOREST GLEN,10.0,80.0,2016-07-01,2016,7,124,2016-08-01
2196,NORTH LAWNDALE,33.0,37.0,2016-07-01,2016,7,1650,2016-08-01
2197,MONTCLARE,25.0,17.0,2016-07-01,2016,7,106,2016-08-01
2198,HERMOSA,87.0,25.0,2016-07-01,2016,7,302,2016-08-01
2199,LINCOLN PARK,218.0,62.0,2016-07-01,2016,7,744,2016-08-01
2200,WEST GARFIELD PARK,29.0,20.0,2016-07-01,2016,7,976,2016-08-01
2201,NEAR WEST SIDE,187.0,53.0,2016-07-01,2016,7,1788,2016-08-01
2202,PORTAGE PARK,108.0,117.0,2016-07-01,2016,7,546,2016-08-01
2203,NORTH CENTER,364.0,48.0,2016-07-01,2016,7,234,2016-08-01
2204,SOUTH LAWNDALE,325.0,73.0,2016-07-01,2016,7,832,2016-08-01
2205,IRVING PARK,332.0,93.0,2016-07-01,2016,7,616,2016-08-01
2206,LOWER WEST SIDE,405.0,26.0,2016-07-01,2016,7,486,2016-08-01
2207,LOGAN SQUARE,542.0,55.0,2016-07-01,2016,7,1034,2016-08-01
2208,MOUNT GREENWOOD,17.0,27.0,2016-07-01,2016,7,110,2016-08-01
2209,NEW CITY,242.0,30.0,2016-07-01,2016,7,848,2016-08-01
2210,WEST LAWN,168.0,35.0,2016-07-01,2016,7,400,2016-08-01
2211,ENGLEWOOD,9.0,44.0,2016-07-01,2016,7,1084,2016-08-01
2212,GREATER GRAND CROSSING,5.0,68.0,2016-07-01,2016,7,1174,2016-08-01
2213,CHATHAM,4.0,86.0,2016-07-01,2016,7,1200,2016-08-01
2214,ALBANY PARK,265.0,125.0,2016-07-01,2016,7,418,2016-08-01
2215,WEST TOWN,777.0,139.0,2016-07-01,2016,7,1564,2016-08-01
2216,WEST RIDGE,175.0,102.0,2016-07-01,2016,7,610,2016-08-01
2217,HUMBOLDT PARK,113.0,20.0,2016-07-01,2016,7,1494,2016-08-01
2218,LAKE VIEW,337.0,64.0,2016-07-01,2016,7,1184,2016-08-01
2219,LOOP,149.0,89.0,2016-07-01,2016,7,1548,2016-08-01
2220,CHICAGO LAWN,150.0,41.0,2016-07-01,2016,7,1134,2016-08-01
2221,GAGE PARK,365.0,35.0,2016-07-01,2016,7,474,2016-08-01
2222,BRIGHTON PARK,455.0,37.0,2016-07-01,2016,7,508,2016-08-01
2223,ASHBURN,215.0,89.0,2016-07-01,2016,7,538,2016-08-01
2224,NEAR NORTH SIDE,116.0,86.0,2016-07-01,2016,7,2012,2016-08-01
2225,AVONDALE,470.0,39.0,2016-07-01,2016,7,438,2016-08-01
2226,BELMONT CRAGIN,263.0,101.0,2016-07-01,2016,7,798,2016-08-01
2227,NORTH PARK,217.0,41.0,2016-07-01,2016,7,186,2016-08-01
2228,DUNNING,50.0,78.0,2016-07-01,2016,7,296,2016-08-01
2229,EDGEWATER,60.0,42.0,2016-07-01,2016,7,394,2016-08-01
2230,LINCOLN SQUARE,383.0,84.0,2016-07-01,2016,7,390,2016-08-01
2231,AUSTIN,73.0,104.0,2016-07-01,2016,7,3024,2016-08-01
2232,CHATHAM,1.0,70.0,2016-08-01,2016,8,984,2016-09-01
2233,RIVERDALE,1.0,14.0,2016-08-01,2016,8,238,2016-09-01
2234,MOUNT GREENWOOD,18.0,40.0,2016-08-01,2016,8,84,2016-09-01
2235,BEVERLY,6.0,56.0,2016-08-01,2016,8,180,2016-09-01
2236,GREATER GRAND CROSSING,8.0,60.0,2016-08-01,2016,8,1162,2016-09-01
2237,CALUMET HEIGHTS,10.0,36.0,2016-08-01,2016,8,228,2016-09-01
2238,FOREST GLEN,11.0,48.0,2016-08-01,2016,8,76,2016-09-01
2239,NEAR SOUTH SIDE,27.0,1.0,2016-08-01,2016,8,368,2016-09-01
2240,MONTCLARE,22.0,12.0,2016-08-01,2016,8,106,2016-09-01
2241,HYDE PARK,6.0,24.0,2016-08-01,2016,8,320,2016-09-01
2242,WOODLAWN,22.0,24.0,2016-08-01,2016,8,594,2016-09-01
2243,CLEARING,31.0,42.0,2016-08-01,2016,8,192,2016-09-01
2244,NORTH CENTER,395.0,32.0,2016-08-01,2016,8,238,2016-09-01
2245,ROGERS PARK,164.0,51.0,2016-08-01,2016,8,628,2016-09-01
2246,ARMOUR SQUARE,96.0,20.0,2016-08-01,2016,8,200,2016-09-01
2247,WEST ENGLEWOOD,41.0,38.0,2016-08-01,2016,8,1246,2016-09-01
2248,ALBANY PARK,367.0,57.0,2016-08-01,2016,8,426,2016-09-01
2249,ENGLEWOOD,16.0,38.0,2016-08-01,2016,8,1054,2016-09-01
2250,KENWOOD,5.0,7.0,2016-08-01,2016,8,226,2016-09-01
2251,EAST SIDE,65.0,31.0,2016-08-01,2016,8,240,2016-09-01
2252,NORTH LAWNDALE,36.0,14.0,2016-08-01,2016,8,1542,2016-09-01
2253,MORGAN PARK,5.0,81.0,2016-08-01,2016,8,360,2016-09-01
2254,GRAND BOULEVARD,2.0,28.0,2016-08-01,2016,8,632,2016-09-01
2255,AVALON PARK,2.0,24.0,2016-08-01,2016,8,218,2016-09-01
2256,FULLER PARK,3.0,5.0,2016-08-01,2016,8,178,2016-09-01
2257,SOUTH DEERING,29.0,28.0,2016-08-01,2016,8,272,2016-09-01
2258,OHARE,41.0,2.0,2016-08-01,2016,8,348,2016-09-01
2259,ROSELAND,16.0,73.0,2016-08-01,2016,8,1270,2016-09-01
2260,LOOP,190.0,41.0,2016-08-01,2016,8,1580,2016-09-01
2261,LINCOLN SQUARE,404.0,34.0,2016-08-01,2016,8,290,2016-09-01
2262,MCKINLEY PARK,341.0,17.0,2016-08-01,2016,8,160,2016-09-01
2263,AUBURN GRESHAM,32.0,81.0,2016-08-01,2016,8,1268,2016-09-01
2264,HERMOSA,162.0,13.0,2016-08-01,2016,8,306,2016-09-01
2265,EAST GARFIELD PARK,22.0,22.0,2016-08-01,2016,8,922,2016-09-01
2266,BRIGHTON PARK,592.0,24.0,2016-08-01,2016,8,488,2016-09-01
2267,WEST PULLMAN,14.0,65.0,2016-08-01,2016,8,652,2016-09-01
2268,PORTAGE PARK,175.0,97.0,2016-08-01,2016,8,526,2016-09-01
2269,GARFIELD RIDGE,118.0,178.0,2016-08-01,2016,8,340,2016-09-01
2270,UPTOWN,161.0,46.0,2016-08-01,2016,8,656,2016-09-01
2271,JEFFERSON PARK,28.0,55.0,2016-08-01,2016,8,210,2016-09-01
2272,LINCOLN PARK,322.0,64.0,2016-08-01,2016,8,852,2016-09-01
2273,SOUTH SHORE,20.0,57.0,2016-08-01,2016,8,1398,2016-09-01
2274,WEST ELSDON,244.0,28.0,2016-08-01,2016,8,160,2016-09-01
2275,CHICAGO LAWN,216.0,42.0,2016-08-01,2016,8,950,2016-09-01
2276,DUNNING,87.0,53.0,2016-08-01,2016,8,274,2016-09-01
2277,WEST TOWN,875.0,136.0,2016-08-01,2016,8,1506,2016-09-01
2278,SOUTH LAWNDALE,549.0,84.0,2016-08-01,2016,8,854,2016-09-01
2279,WEST LAWN,209.0,26.0,2016-08-01,2016,8,374,2016-09-01
2280,AUSTIN,48.0,47.0,2016-08-01,2016,8,2748,2016-09-01
2281,WASHINGTON PARK,18.0,19.0,2016-08-01,2016,8,466,2016-09-01
2282,NEAR WEST SIDE,261.0,52.0,2016-08-01,2016,8,1818,2016-09-01
2283,EDGEWATER,141.0,78.0,2016-08-01,2016,8,414,2016-09-01
2284,IRVING PARK,423.0,62.0,2016-08-01,2016,8,520,2016-09-01
2285,ARCHER HEIGHTS,249.0,15.0,2016-08-01,2016,8,172,2016-09-01
2286,NORTH PARK,142.0,19.0,2016-08-01,2016,8,148,2016-09-01
2287,BRIDGEPORT,117.0,13.0,2016-08-01,2016,8,330,2016-09-01
2288,WEST GARFIELD PARK,15.0,3.0,2016-08-01,2016,8,1034,2016-09-01
2289,BELMONT CRAGIN,362.0,68.0,2016-08-01,2016,8,766,2016-09-01
2290,GAGE PARK,368.0,24.0,2016-08-01,2016,8,426,2016-09-01
2291,WEST RIDGE,473.0,72.0,2016-08-01,2016,8,560,2016-09-01
2292,AVONDALE,746.0,28.0,2016-08-01,2016,8,418,2016-09-01
2293,LOWER WEST SIDE,350.0,33.0,2016-08-01,2016,8,456,2016-09-01
2294,LAKE VIEW,326.0,48.0,2016-08-01,2016,8,1236,2016-09-01
2295,HUMBOLDT PARK,363.0,39.0,2016-08-01,2016,8,1442,2016-09-01
2296,LOGAN SQUARE,706.0,70.0,2016-08-01,2016,8,1070,2016-09-01
2297,NEAR NORTH SIDE,126.0,172.0,2016-08-01,2016,8,1870,2016-09-01
2298,SOUTH CHICAGO,62.0,18.0,2016-08-01,2016,8,842,2016-09-01
2299,ASHBURN,202.0,109.0,2016-08-01,2016,8,466,2016-09-01
2300,NEW CITY,188.0,18.0,2016-08-01,2016,8,978,2016-09-01
2301,AVALON PARK,1.0,14.0,2016-09-01,2016,9,230,2016-10-01
2302,BEVERLY,1.0,15.0,2016-09-01,2016,9,218,2016-10-01
2303,PULLMAN,5.0,6.0,2016-09-01,2016,9,276,2016-10-01
2304,CHATHAM,4.0,23.0,2016-09-01,2016,9,1214,2016-10-01
2305,WOODLAWN,3.0,13.0,2016-09-01,2016,9,630,2016-10-01
2306,MOUNT GREENWOOD,7.0,14.0,2016-09-01,2016,9,118,2016-10-01
2307,WASHINGTON PARK,7.0,5.0,2016-09-01,2016,9,442,2016-10-01
2308,CALUMET HEIGHTS,8.0,18.0,2016-09-01,2016,9,296,2016-10-01
2309,EAST SIDE,26.0,10.0,2016-09-01,2016,9,214,2016-10-01
2310,NORTH LAWNDALE,32.0,18.0,2016-09-01,2016,9,1548,2016-10-01
2311,SOUTH SHORE,25.0,43.0,2016-09-01,2016,9,1404,2016-10-01
2312,GREATER GRAND CROSSING,9.0,22.0,2016-09-01,2016,9,1114,2016-10-01
2313,EDGEWATER,32.0,149.0,2016-09-01,2016,9,464,2016-10-01
2314,ENGLEWOOD,20.0,38.0,2016-09-01,2016,9,1012,2016-10-01
2315,WEST PULLMAN,9.0,37.0,2016-09-01,2016,9,630,2016-10-01
2316,WEST ENGLEWOOD,55.0,27.0,2016-09-01,2016,9,1108,2016-10-01
2317,UPTOWN,143.0,13.0,2016-09-01,2016,9,674,2016-10-01
2318,LINCOLN PARK,106.0,31.0,2016-09-01,2016,9,748,2016-10-01
2319,MONTCLARE,16.0,18.0,2016-09-01,2016,9,126,2016-10-01
2320,MORGAN PARK,8.0,29.0,2016-09-01,2016,9,344,2016-10-01
2321,AUSTIN,52.0,58.0,2016-09-01,2016,9,2818,2016-10-01
2322,ALBANY PARK,216.0,32.0,2016-09-01,2016,9,400,2016-10-01
2323,KENWOOD,13.0,8.0,2016-09-01,2016,9,318,2016-10-01
2324,WEST RIDGE,274.0,173.0,2016-09-01,2016,9,634,2016-10-01
2325,FOREST GLEN,10.0,38.0,2016-09-01,2016,9,92,2016-10-01
2326,NEAR SOUTH SIDE,55.0,10.0,2016-09-01,2016,9,328,2016-10-01
2327,DUNNING,90.0,54.0,2016-09-01,2016,9,254,2016-10-01
2328,FULLER PARK,8.0,5.0,2016-09-01,2016,9,174,2016-10-01
2329,GRAND BOULEVARD,9.0,15.0,2016-09-01,2016,9,590,2016-10-01
2330,ROSELAND,10.0,50.0,2016-09-01,2016,9,1230,2016-10-01
2331,SOUTH DEERING,8.0,20.0,2016-09-01,2016,9,308,2016-10-01
2332,SOUTH CHICAGO,45.0,35.0,2016-09-01,2016,9,808,2016-10-01
2333,HYDE PARK,30.0,21.0,2016-09-01,2016,9,442,2016-10-01
2334,HERMOSA,69.0,20.0,2016-09-01,2016,9,238,2016-10-01
2335,LOOP,233.0,73.0,2016-09-01,2016,9,1528,2016-10-01
2336,PORTAGE PARK,213.0,100.0,2016-09-01,2016,9,560,2016-10-01
2337,BELMONT CRAGIN,355.0,32.0,2016-09-01,2016,9,830,2016-10-01
2338,ROGERS PARK,127.0,43.0,2016-09-01,2016,9,638,2016-10-01
2339,WEST ELSDON,191.0,25.0,2016-09-01,2016,9,174,2016-10-01
2340,GARFIELD RIDGE,123.0,49.0,2016-09-01,2016,9,356,2016-10-01
2341,EAST GARFIELD PARK,20.0,19.0,2016-09-01,2016,9,856,2016-10-01
2342,AUBURN GRESHAM,36.0,52.0,2016-09-01,2016,9,1440,2016-10-01
2343,ARCHER HEIGHTS,183.0,20.0,2016-09-01,2016,9,146,2016-10-01
2344,NORWOOD PARK,12.0,69.0,2016-09-01,2016,9,218,2016-10-01
2345,ARMOUR SQUARE,97.0,12.0,2016-09-01,2016,9,182,2016-10-01
2346,JEFFERSON PARK,26.0,44.0,2016-09-01,2016,9,230,2016-10-01
2347,NORTH PARK,78.0,21.0,2016-09-01,2016,9,192,2016-10-01
2348,DOUGLAS,20.0,12.0,2016-09-01,2016,9,536,2016-10-01
2349,WEST LAWN,147.0,10.0,2016-09-01,2016,9,344,2016-10-01
2350,NEW CITY,121.0,31.0,2016-09-01,2016,9,858,2016-10-01
